PID,FAILURE,DAY0SMART0,DAY0SMART1,DAY0SMART2,DAY0SMART3,DAY0SMART4,DAY0SMART5,DAY0SMART6,DAY0SMART7,DAY0SMART8,DAY0SMART9,DAY0SMART10,DAY1SMART0,DAY1SMART1,DAY1SMART2,DAY1SMART3,DAY1SMART4,DAY1SMART5,DAY1SMART6,DAY1SMART7,DAY1SMART8,DAY1SMART9,DAY1SMART10,DAY2SMART0,DAY2SMART1,DAY2SMART2,DAY2SMART3,DAY2SMART4,DAY2SMART5,DAY2SMART6,DAY2SMART7,DAY2SMART8,DAY2SMART9,DAY2SMART10,DAY3SMART0,DAY3SMART1,DAY3SMART2,DAY3SMART3,DAY3SMART4,DAY3SMART5,DAY3SMART6,DAY3SMART7,DAY3SMART8,DAY3SMART9,DAY3SMART10,DAY4SMART0,DAY4SMART1,DAY4SMART2,DAY4SMART3,DAY4SMART4,DAY4SMART5,DAY4SMART6,DAY4SMART7,DAY4SMART8,DAY4SMART9,DAY4SMART10,DAY5SMART0,DAY5SMART1,DAY5SMART2,DAY5SMART3,DAY5SMART4,DAY5SMART5,DAY5SMART6,DAY5SMART7,DAY5SMART8,DAY5SMART9,DAY5SMART10,DAY6SMART0,DAY6SMART1,DAY6SMART2,DAY6SMART3,DAY6SMART4,DAY6SMART5,DAY6SMART6,DAY6SMART7,DAY6SMART8,DAY6SMART9,DAY6SMART10,DAY7SMART0,DAY7SMART1,DAY7SMART2,DAY7SMART3,DAY7SMART4,DAY7SMART5,DAY7SMART6,DAY7SMART7,DAY7SMART8,DAY7SMART9,DAY7SMART10,DAY8SMART0,DAY8SMART1,DAY8SMART2,DAY8SMART3,DAY8SMART4,DAY8SMART5,DAY8SMART6,DAY8SMART7,DAY8SMART8,DAY8SMART9,DAY8SMART10,DAY9SMART0,DAY9SMART1,DAY9SMART2,DAY9SMART3,DAY9SMART4,DAY9SMART5,DAY9SMART6,DAY9SMART7,DAY9SMART8,DAY9SMART9,DAY9SMART10,DAY10SMART0,DAY10SMART1,DAY10SMART2,DAY10SMART3,DAY10SMART4,DAY10SMART5,DAY10SMART6,DAY10SMART7,DAY10SMART8,DAY10SMART9,DAY10SMART10,DAY11SMART0,DAY11SMART1,DAY11SMART2,DAY11SMART3,DAY11SMART4,DAY11SMART5,DAY11SMART6,DAY11SMART7,DAY11SMART8,DAY11SMART9,DAY11SMART10,DAY12SMART0,DAY12SMART1,DAY12SMART2,DAY12SMART3,DAY12SMART4,DAY12SMART5,DAY12SMART6,DAY12SMART7,DAY12SMART8,DAY12SMART9,DAY12SMART10,DAY13SMART0,DAY13SMART1,DAY13SMART2,DAY13SMART3,DAY13SMART4,DAY13SMART5,DAY13SMART6,DAY13SMART7,DAY13SMART8,DAY13SMART9,DAY13SMART10,DAY14SMART0,DAY14SMART1,DAY14SMART2,DAY14SMART3,DAY14SMART4,DAY14SMART5,DAY14SMART6,DAY14SMART7,DAY14SMART8,DAY14SMART9,DAY14SMART10,DAY15SMART0,DAY15SMART1,DAY15SMART2,DAY15SMART3,DAY15SMART4,DAY15SMART5,DAY15SMART6,DAY15SMART7,DAY15SMART8,DAY15SMART9,DAY15SMART10,DAY16SMART0,DAY16SMART1,DAY16SMART2,DAY16SMART3,DAY16SMART4,DAY16SMART5,DAY16SMART6,DAY16SMART7,DAY16SMART8,DAY16SMART9,DAY16SMART10,DAY17SMART0,DAY17SMART1,DAY17SMART2,DAY17SMART3,DAY17SMART4,DAY17SMART5,DAY17SMART6,DAY17SMART7,DAY17SMART8,DAY17SMART9,DAY17SMART10,DAY18SMART0,DAY18SMART1,DAY18SMART2,DAY18SMART3,DAY18SMART4,DAY18SMART5,DAY18SMART6,DAY18SMART7,DAY18SMART8,DAY18SMART9,DAY18SMART10,DAY19SMART0,DAY19SMART1,DAY19SMART2,DAY19SMART3,DAY19SMART4,DAY19SMART5,DAY19SMART6,DAY19SMART7,DAY19SMART8,DAY19SMART9,DAY19SMART10
Z305EWWF,0,119,94,79,35,100,100,75,98,25,100,100,118,94,79,36,100,100,75,98,25,100,100,110,94,79,36,100,100,75,98,25,100,100,117,94,79,36,100,100,75,98,25,100,100,117,94,79,36,100,100,75,98,25,100,100,108,94,79,36,100,100,75,98,25,100,100,116,94,79,36,100,100,74,98,26,100,100,118,94,79,36,100,100,74,98,26,100,100,116,94,79,36,100,100,74,98,26,100,100,117,94,79,36,100,100,74,98,26,100,100,117,94,79,36,100,100,74,98,26,100,100,114,94,78,36,100,100,73,98,27,100,100,108,94,78,36,100,100,75,98,25,100,100,111,94,78,36,100,100,75,98,25,100,100,117,94,78,36,100,100,74,98,26,100,100,116,94,78,36,100,100,75,98,25,100,100,117,94,78,36,100,100,74,98,26,100,100,117,94,78,36,100,100,75,98,25,100,100,110,94,78,36,100,100,75,98,25,100,100,117,94,78,36,100,100,74,98,26,100,100
Z304RT9S,0,119,91,84,36,100,100,80,84,20,100,100,116,91,84,36,100,100,80,84,20,100,100,114,91,84,36,100,100,79,84,21,100,100,114,91,84,36,100,100,80,84,20,100,100,119,91,84,36,100,100,79,84,21,100,100,120,91,84,36,100,100,80,84,20,100,100,117,91,84,36,100,100,80,84,20,100,100,117,91,84,36,100,100,80,84,20,100,100,115,91,84,36,100,100,80,84,20,100,100,112,91,84,36,100,100,80,84,20,100,100,118,91,84,36,100,100,80,84,20,100,100,114,91,84,36,100,100,80,84,20,100,100,113,91,84,36,100,100,80,84,20,100,100,116,91,84,36,100,100,80,84,20,100,100,120,91,84,36,100,100,80,84,20,100,100,114,91,84,36,100,100,80,84,20,100,100,119,91,84,36,100,100,80,84,20,100,100,115,91,84,37,100,100,79,84,21,100,100,118,91,84,37,100,100,80,84,20,100,100,109,91,84,37,100,100,80,84,20,100,100
Z305FH0A,0,111,91,75,36,98,100,80,98,20,100,100,115,91,75,36,98,100,80,98,20,100,100,117,91,75,36,98,100,80,98,20,100,100,116,91,75,36,98,100,80,98,20,100,100,118,91,75,36,98,100,80,98,20,100,100,117,91,75,36,98,100,80,98,20,100,100,115,91,75,36,98,100,80,98,20,100,100,119,91,74,36,98,100,80,98,20,100,100,116,91,73,36,98,100,80,98,20,100,100,118,91,73,36,98,100,80,98,20,100,100,112,91,73,36,98,100,80,98,20,100,100,113,91,72,36,98,100,80,98,20,100,100,119,91,72,36,98,100,80,98,20,100,100,117,91,72,36,98,100,80,98,20,100,100,118,91,71,36,98,100,80,98,20,100,100,119,91,71,36,98,100,80,98,20,100,100,116,91,70,36,98,100,80,98,20,100,100,108,91,69,36,98,100,80,98,20,100,100,118,91,69,36,98,100,80,98,20,100,100,114,91,69,36,98,100,80,98,20,100,100
Z305GY17,0,117,91,84,34,99,100,73,98,27,100,100,111,91,84,35,99,100,73,98,27,100,100,117,91,84,35,99,100,73,98,27,100,100,117,91,84,35,99,100,73,98,27,100,100,103,91,84,35,99,100,73,98,27,100,100,117,91,84,35,99,100,73,98,27,100,100,119,91,84,35,99,100,73,98,27,100,100,116,91,84,35,99,100,73,98,27,100,100,117,91,84,35,99,100,73,98,27,100,100,118,91,84,35,99,100,73,98,27,100,100,118,91,84,35,99,100,73,98,27,100,100,114,91,84,35,99,100,73,98,27,100,100,117,91,84,35,99,100,73,98,27,100,100,114,91,84,35,99,100,73,98,27,100,100,117,91,84,35,99,100,73,98,27,100,100,117,91,84,35,99,100,73,98,27,100,100,115,91,84,35,99,100,73,98,27,100,100,119,91,84,35,99,100,73,98,27,100,100,112,91,84,35,99,100,73,98,27,100,100,118,91,84,35,99,100,73,98,27,100,100
Z305KEJ5,0,117,95,89,39,100,100,74,99,26,100,100,114,95,89,39,100,100,78,99,22,100,100,111,95,89,40,100,100,73,99,27,100,100,117,95,89,40,100,100,72,99,28,100,100,115,95,89,40,100,100,73,99,27,100,100,116,95,89,40,100,100,72,99,28,100,100,118,95,89,40,100,100,73,99,27,100,100,118,95,89,40,100,100,73,99,27,100,100,112,95,89,40,100,100,73,99,27,100,100,119,95,89,40,100,100,72,99,28,100,100,114,95,89,40,100,100,73,99,27,100,100,112,95,89,40,100,100,73,99,27,100,100,119,95,89,40,100,100,74,99,26,100,100,117,95,89,40,100,100,72,99,28,100,100,119,95,89,40,100,100,72,99,28,100,100,106,95,89,40,100,100,72,99,28,100,100,111,95,89,40,100,100,72,99,28,100,100,116,95,89,40,100,100,72,99,28,100,100,114,95,89,40,100,100,72,99,28,100,100,119,95,89,40,100,100,72,99,28,100,100
Z305APXG,0,120,91,88,30,1,99,79,83,21,100,100,119,91,88,30,1,99,79,83,21,100,100,108,91,88,30,1,99,79,83,21,100,100,116,91,88,30,1,99,79,83,21,100,100,115,91,88,30,1,99,78,83,22,100,100,119,91,88,30,55,99,82,83,18,100,100,119,91,88,30,88,99,82,83,18,100,100,110,91,88,30,88,99,81,83,19,100,100,118,91,88,30,88,99,82,83,18,100,100,117,91,88,31,88,99,81,83,19,100,100,119,91,88,31,88,99,81,83,19,100,100,117,91,88,31,88,99,82,83,18,100,100,117,91,88,31,88,99,82,83,18,100,100,116,91,88,31,88,99,81,83,19,100,100,109,91,88,31,88,99,81,83,19,100,100,117,91,88,31,88,99,82,83,18,100,100,114,91,88,31,88,99,82,83,18,100,100,118,91,88,31,88,99,81,83,19,100,100,108,91,88,31,88,99,82,83,18,100,100,119,91,88,31,88,99,81,83,19,100,100
Z302BYH7,0,114,93,88,31,100,100,82,83,18,100,100,118,93,88,31,100,100,82,83,18,100,100,118,93,88,31,100,100,82,83,18,100,100,119,93,88,31,100,100,82,83,18,100,100,105,93,88,31,100,100,82,83,18,100,100,114,93,88,31,100,100,82,83,18,100,100,119,93,88,31,100,100,82,83,18,100,100,111,93,88,31,100,100,82,83,18,100,100,119,93,88,31,100,100,82,83,18,100,100,115,93,88,32,100,100,82,83,18,100,100,110,93,88,32,100,100,82,83,18,100,100,117,93,88,32,100,100,81,83,19,100,100,118,93,88,32,100,100,81,83,19,100,100,118,93,88,32,100,100,82,83,18,100,100,117,93,88,32,100,100,81,83,19,100,100,117,93,88,32,100,100,81,83,19,100,100,119,93,88,32,100,100,82,83,18,100,100,117,93,88,32,100,100,82,83,18,100,100,109,93,88,32,100,100,81,83,19,100,100,105,93,88,32,100,100,81,83,19,100,100
S30113C9,0,114,91,89,26,100,100,84,84,16,100,100,116,91,89,26,100,100,84,84,16,100,100,105,91,89,26,100,100,84,84,16,100,100,120,91,89,26,100,100,84,84,16,100,100,118,91,89,26,100,100,84,84,16,100,100,117,91,89,26,100,100,84,84,16,100,100,114,91,89,26,100,100,84,84,16,100,100,115,91,89,26,100,100,84,84,16,100,100,114,91,89,26,100,100,84,84,16,100,100,117,91,89,26,100,100,84,84,16,100,100,112,91,89,26,100,100,84,84,16,100,100,104,91,89,26,100,100,84,84,16,100,100,111,91,89,26,100,100,84,84,16,100,100,117,91,89,26,100,100,84,84,16,100,100,115,91,89,26,100,100,84,84,16,100,100,117,91,89,26,100,100,84,84,16,100,100,112,91,89,26,100,100,84,84,16,100,100,115,91,89,27,100,100,84,84,16,100,100,117,91,89,27,100,100,84,84,16,100,100,117,91,89,27,100,100,84,84,16,100,100
Z304JWMW,0,119,91,88,29,96,94,78,96,22,100,100,114,91,88,29,96,94,78,96,22,100,100,114,91,88,29,96,94,78,96,22,100,100,114,91,88,29,96,94,78,96,22,100,100,114,91,88,29,96,94,78,96,22,100,100,117,91,88,29,96,94,78,96,22,100,100,117,91,88,29,96,94,78,96,22,100,100,118,91,88,29,96,94,77,96,23,100,100,114,91,88,29,96,94,78,96,22,100,100,116,91,88,29,96,94,78,96,22,100,100,117,91,88,29,96,94,78,96,22,100,100,117,91,88,29,96,94,77,96,23,100,100,115,91,88,29,96,94,78,96,22,100,100,117,91,87,29,96,94,78,96,22,100,100,118,91,87,29,96,94,78,96,22,100,100,117,91,87,29,96,94,78,96,22,100,100,113,91,87,29,96,94,78,96,22,100,100,116,91,87,29,96,94,78,96,22,100,100,117,91,87,29,96,94,78,96,22,100,100,118,91,87,29,96,94,78,96,22,100,100
Z305KBD9,0,118,91,84,34,100,100,79,98,21,100,100,117,91,84,34,100,100,79,98,21,100,100,114,91,84,34,100,100,79,98,21,100,100,120,91,84,34,100,100,79,98,21,100,100,116,91,84,34,100,100,80,98,20,100,100,117,91,84,34,100,100,79,98,21,100,100,114,91,84,34,100,100,79,98,21,100,100,118,91,84,34,100,100,79,98,21,100,100,114,91,84,34,100,100,80,98,20,100,100,117,91,84,34,100,100,80,98,20,100,100,111,91,84,34,100,100,80,98,20,100,100,116,91,84,34,100,100,80,98,20,100,100,108,91,84,34,100,100,80,98,20,100,100,117,91,84,34,100,100,79,98,21,100,100,119,91,84,34,100,100,79,98,21,100,100,119,91,84,35,100,100,79,98,21,100,100,116,91,83,35,100,100,79,98,21,100,100,115,91,83,35,100,100,79,98,21,100,100,119,91,83,35,100,100,79,98,21,100,100,117,91,83,35,100,100,79,98,21,100,100
Z304JDA6,0,114,93,85,33,100,100,77,97,23,100,100,119,93,85,33,100,100,77,97,23,100,100,105,93,85,33,100,100,77,97,23,100,100,117,93,85,33,100,100,78,97,22,100,100,115,93,85,33,100,100,77,97,23,100,100,119,93,85,33,100,100,78,97,22,100,100,114,93,85,33,100,100,78,97,22,100,100,108,93,85,33,100,100,78,97,22,100,100,117,93,85,33,100,100,78,97,22,100,100,105,93,85,33,100,100,78,97,22,100,100,119,93,85,33,100,100,78,97,22,100,100,119,93,85,33,100,100,78,97,22,100,100,116,93,85,33,100,100,78,97,22,100,100,118,93,85,33,100,100,78,97,22,100,100,104,93,85,33,100,100,77,97,23,100,100,108,93,85,33,100,100,77,97,23,100,100,115,93,85,33,100,100,78,97,22,100,100,118,93,85,33,100,100,78,97,22,100,100,114,93,85,33,100,100,77,97,23,100,100,117,93,85,33,100,100,77,97,23,100,100
Z304ELFQ,0,111,92,87,31,98,100,78,97,22,100,100,118,92,87,31,98,100,78,97,22,100,100,112,92,87,31,98,100,78,97,22,100,100,118,92,87,31,98,100,78,97,22,100,100,114,92,87,31,98,100,78,97,22,100,100,115,92,87,31,98,100,78,97,22,100,100,120,92,87,31,98,100,78,97,22,100,100,115,92,87,31,98,100,78,97,22,100,100,113,92,87,31,98,100,78,97,22,100,100,111,92,87,31,98,100,78,97,22,100,100,119,92,87,32,98,100,78,97,22,100,100,116,92,87,32,98,100,74,97,26,100,100,117,92,87,32,98,100,78,97,22,100,100,120,92,87,32,98,100,78,97,22,100,100,113,92,87,32,98,100,78,97,22,100,100,116,92,87,32,98,100,79,97,21,100,100,106,92,87,32,98,100,78,97,22,100,100,116,92,87,32,98,100,79,97,21,100,100,113,92,87,32,98,100,78,97,22,100,100,115,92,87,32,98,100,78,97,22,100,100
Z3029ZAX,0,111,91,87,22,100,100,81,74,19,100,100,119,91,87,22,100,100,81,74,19,100,100,120,91,87,22,100,100,82,74,18,100,100,116,91,87,22,100,100,82,74,18,100,100,112,91,87,22,100,100,81,74,19,100,100,113,91,87,22,100,100,82,74,18,100,100,119,91,86,22,100,100,82,74,18,100,100,106,91,86,22,100,100,82,74,18,100,100,111,91,86,22,100,100,82,74,18,100,100,105,91,86,22,100,100,82,74,18,100,100,114,91,86,22,100,100,82,74,18,100,100,119,91,86,22,100,100,82,74,18,100,100,119,91,86,22,100,100,82,74,18,100,100,120,91,86,22,100,100,82,74,18,100,100,120,91,86,22,100,100,82,74,18,100,100,109,91,86,22,100,100,82,74,18,100,100,109,91,86,22,100,100,82,74,18,100,100,116,91,86,22,100,100,82,74,18,100,100,117,91,86,22,100,100,82,74,18,100,100,118,91,86,22,100,100,82,74,18,100,100
S300Z477,0,117,94,87,27,100,100,79,21,21,100,100,117,94,87,27,100,100,79,21,21,100,100,113,94,87,27,100,100,79,21,21,100,100,119,94,87,27,100,100,79,21,21,100,100,117,94,87,27,100,100,79,21,21,100,100,117,94,87,27,100,100,79,21,21,100,100,112,94,87,27,100,100,79,21,21,100,100,105,94,87,27,100,100,79,21,21,100,100,117,94,87,27,100,100,79,21,21,100,100,118,94,87,27,100,100,79,21,21,100,100,111,94,87,27,100,100,79,21,21,100,100,109,94,87,27,100,100,79,21,21,100,100,114,94,87,27,100,100,79,21,21,100,100,119,94,87,27,100,100,79,21,21,100,100,107,94,87,27,100,100,79,21,21,100,100,111,94,87,27,100,100,79,21,21,100,100,112,94,87,27,100,100,79,21,21,100,100,118,94,87,27,100,100,79,21,21,100,100,113,94,87,27,100,100,79,21,21,100,100,118,94,87,27,100,100,79,21,21,100,100
S300ZQW8,0,114,92,88,32,100,100,79,81,21,100,100,113,92,88,32,100,100,79,81,21,100,100,116,92,88,32,100,100,79,81,21,100,100,120,92,88,32,100,100,79,81,21,100,100,118,92,88,32,100,100,79,81,21,100,100,117,92,88,32,100,100,79,81,21,100,100,113,92,88,32,100,100,79,81,21,100,100,109,92,88,32,100,100,80,81,20,100,100,117,92,88,32,100,100,80,81,20,100,100,117,92,88,32,100,100,80,81,20,100,100,113,92,88,32,100,100,80,81,20,100,100,105,92,88,32,100,100,79,81,21,100,100,113,92,88,33,100,100,80,81,20,100,100,117,92,88,33,100,100,80,81,20,100,100,111,92,88,33,100,100,80,81,20,100,100,117,92,88,33,100,100,80,81,20,100,100,120,92,88,33,100,100,80,81,20,100,100,117,92,88,33,100,100,80,81,20,100,100,117,92,88,33,100,100,80,81,20,100,100,117,92,88,33,100,100,80,81,20,100,100
Z304KCL6,0,117,92,84,34,98,100,82,96,18,100,100,116,92,84,35,98,100,82,96,18,100,100,116,92,84,35,98,100,82,96,18,100,100,117,92,84,35,98,100,82,96,18,100,100,114,92,84,35,98,100,82,96,18,100,100,119,92,84,35,98,100,82,96,18,100,100,110,92,84,35,98,100,82,96,18,100,100,116,92,84,35,98,100,82,96,18,100,100,118,92,84,35,98,100,82,96,18,100,100,119,92,84,35,98,100,82,96,18,100,100,115,92,84,35,98,100,82,96,18,100,100,119,92,84,35,98,100,82,96,18,100,100,117,92,84,35,98,100,82,96,18,100,100,118,92,84,35,98,100,81,96,19,100,100,109,92,84,35,98,100,81,96,19,100,100,117,92,84,35,98,100,81,96,19,100,100,108,92,84,35,98,100,81,96,19,100,100,108,92,84,35,98,100,81,96,19,100,100,108,92,84,35,98,100,81,96,19,100,100,117,92,84,35,98,100,81,96,19,100,100
Z3057MBJ,0,114,91,90,30,98,98,80,31,20,100,100,111,91,90,30,98,98,80,31,20,100,100,118,91,90,30,98,98,80,31,20,100,100,105,91,90,30,98,98,80,31,20,100,100,110,91,90,30,98,98,80,31,20,100,100,115,91,90,30,98,98,80,31,20,100,100,117,91,90,30,98,98,80,31,20,100,100,119,91,90,30,98,98,80,31,20,100,100,117,91,90,30,98,98,80,31,20,100,100,118,91,89,30,98,98,80,31,20,100,100,119,91,89,30,98,98,80,31,20,100,100,117,91,89,30,98,98,80,31,20,100,100,111,91,89,30,98,98,80,31,20,100,100,118,91,89,30,98,98,80,31,20,100,100,118,91,89,30,98,98,80,31,20,100,100,116,91,89,30,98,98,80,31,20,100,100,117,91,89,30,98,98,80,31,20,100,100,113,91,89,30,98,98,80,31,20,100,100,115,91,89,30,98,98,80,31,20,100,100,114,91,89,30,98,98,80,31,20,100,100
S30115QK,0,119,92,79,26,100,100,80,85,20,100,100,118,92,79,26,100,100,80,85,20,100,100,118,92,79,26,100,100,80,85,20,100,100,108,92,79,26,100,100,80,85,20,100,100,117,92,79,26,100,100,80,85,20,100,100,117,92,79,26,100,100,81,85,19,100,100,111,92,79,26,100,100,81,85,19,100,100,113,92,79,26,100,100,80,85,20,100,100,120,92,79,26,100,100,80,85,20,100,100,113,92,79,26,100,100,80,85,20,100,100,106,92,78,26,100,100,80,85,20,100,100,120,92,78,26,100,100,80,85,20,100,100,114,92,78,26,100,100,80,85,20,100,100,119,92,78,26,100,100,80,85,20,100,100,111,92,78,26,100,100,80,85,20,100,100,113,92,78,26,100,100,80,85,20,100,100,117,92,78,26,100,100,81,85,19,100,100,108,92,78,26,100,100,81,85,19,100,100,118,92,78,26,100,100,80,85,20,100,100,119,92,78,26,100,100,80,85,20,100,100
Z305D5AC,0,119,91,84,37,100,100,68,98,32,100,100,107,91,84,37,100,100,67,98,33,100,100,117,91,84,37,100,100,67,98,33,100,100,119,91,84,37,100,100,67,98,33,100,100,115,91,84,38,100,100,67,98,33,100,100,118,91,84,38,100,100,67,98,33,100,100,114,91,84,38,100,100,67,98,33,100,100,117,91,84,38,100,100,67,98,33,100,100,115,91,84,38,100,100,67,98,33,100,100,120,91,84,38,100,100,67,98,33,100,100,119,91,84,38,100,100,67,98,33,100,100,114,91,84,38,100,100,67,98,33,100,100,117,91,84,38,100,100,67,98,33,100,100,119,91,84,38,100,100,67,98,33,100,100,119,91,84,38,100,100,67,98,33,100,100,117,91,84,38,100,100,67,98,33,100,100,117,91,84,38,100,100,67,98,33,100,100,113,91,84,38,100,100,68,98,32,100,100,119,91,84,38,100,100,67,98,33,100,100,115,91,84,38,100,100,67,98,33,100,100
S300XE5J,0,113,97,87,26,100,100,79,29,21,100,100,113,97,87,26,100,100,78,29,22,100,100,119,97,87,26,100,100,79,29,21,100,100,117,97,87,26,100,100,79,29,21,100,100,118,97,87,26,100,100,79,29,21,100,100,117,97,87,26,100,100,79,29,21,100,100,110,97,87,26,100,100,78,29,22,100,100,120,97,87,26,100,100,79,29,21,100,100,118,97,87,26,100,100,79,29,21,100,100,118,97,87,26,100,100,79,29,21,100,100,105,97,87,26,100,100,78,29,22,100,100,111,97,87,26,100,100,78,29,22,100,100,118,97,87,26,100,100,79,29,21,100,100,116,97,87,27,100,100,79,29,21,100,100,118,97,87,27,100,100,78,29,22,100,100,117,97,87,27,100,100,78,29,22,100,100,117,97,87,27,100,100,78,29,22,100,100,117,97,87,27,100,100,78,29,22,100,100,118,97,87,27,100,100,78,29,22,100,100,118,97,87,27,100,100,78,29,22,100,100
Z304KCJ7,0,118,91,85,37,100,100,78,92,22,100,100,118,91,85,37,100,100,79,92,21,100,100,117,91,85,37,100,100,79,92,21,100,100,119,91,85,37,100,100,78,92,22,100,100,114,91,85,37,100,100,79,92,21,100,100,118,91,85,37,100,100,79,92,21,100,100,117,91,85,37,100,100,79,92,21,100,100,102,91,85,37,100,100,79,92,21,100,100,111,91,85,37,100,100,79,92,21,100,100,118,91,85,37,100,100,79,92,21,100,100,117,91,85,37,100,100,79,92,21,100,100,119,91,85,37,100,100,79,92,21,100,100,100,91,85,37,100,100,79,92,21,100,100,119,91,85,37,100,100,79,92,21,100,100,118,91,85,37,100,100,79,92,21,100,100,118,91,85,37,100,100,79,92,21,100,100,111,91,85,37,100,100,79,92,21,100,100,118,91,85,37,100,100,79,92,21,100,100,116,91,85,37,100,100,79,92,21,100,100,120,91,85,37,100,100,79,92,21,100,100
Z3059YW0,0,117,91,86,37,98,100,77,95,23,100,100,112,91,86,37,98,100,78,95,22,100,100,107,91,86,37,98,100,77,95,23,100,100,115,91,86,37,98,100,77,95,23,100,100,111,91,86,37,98,100,77,95,23,100,100,117,91,86,37,98,100,77,95,23,100,100,118,91,86,37,98,100,77,95,23,100,100,114,91,86,37,98,100,77,95,23,100,100,116,91,86,37,98,100,78,95,22,100,100,114,91,86,37,98,100,78,95,22,100,100,107,91,86,37,98,100,77,95,23,100,100,117,91,86,37,98,100,78,95,22,100,100,117,91,85,37,98,100,77,95,23,100,100,116,91,85,37,98,100,77,95,23,100,100,119,91,85,37,98,100,78,95,22,100,100,117,91,85,37,98,100,78,95,22,100,100,111,91,85,37,98,100,78,95,22,100,100,119,91,85,37,98,100,78,95,22,100,100,119,91,85,37,98,100,77,95,23,100,100,115,91,85,37,98,100,78,95,22,100,100
S301088K,0,113,93,83,32,100,100,73,74,27,100,100,112,93,83,32,100,100,73,74,27,100,100,116,93,83,32,100,100,73,74,27,100,100,114,93,83,32,100,100,73,74,27,100,100,118,93,83,32,100,100,73,74,27,100,100,117,93,83,32,100,100,74,74,26,100,100,114,93,83,32,100,100,73,74,27,100,100,111,93,83,32,100,100,73,74,27,100,100,117,93,83,32,100,100,73,74,27,100,100,119,93,83,32,100,100,72,74,28,100,100,119,93,83,32,100,100,73,74,27,100,100,116,93,83,32,100,100,73,74,27,100,100,119,93,83,32,100,100,73,74,27,100,100,119,93,82,32,100,100,73,74,27,100,100,114,93,82,32,100,100,73,74,27,100,100,116,93,82,32,100,100,73,74,27,100,100,114,93,82,32,100,100,72,74,28,100,100,119,93,82,32,100,100,71,74,29,100,100,116,93,82,32,100,100,71,74,29,100,100,118,93,82,32,100,100,71,74,29,100,100
Z303CSHD,0,109,93,87,45,100,100,81,100,19,100,100,117,93,87,45,100,100,81,100,19,100,100,118,93,87,45,100,100,81,100,19,100,100,114,93,87,45,100,100,81,100,19,100,100,110,93,87,45,100,100,80,100,20,100,100,114,93,87,45,100,100,81,100,19,100,100,119,93,87,45,100,100,81,100,19,100,100,115,93,87,45,100,100,81,100,19,100,100,119,93,87,45,100,100,81,100,19,100,100,112,93,87,45,100,100,81,100,19,100,100,110,93,87,45,100,100,80,100,20,100,100,117,93,87,45,100,100,80,100,20,100,100,117,93,87,45,100,100,80,100,20,100,100,116,93,87,45,100,100,81,100,19,100,100,115,93,87,45,100,100,80,100,20,100,100,120,93,87,45,100,100,81,100,19,100,100,117,93,87,45,100,100,81,100,19,100,100,119,93,87,45,100,100,80,100,20,100,100,112,93,87,45,100,100,81,100,19,100,100,116,93,87,45,100,100,81,100,19,100,100
Z305D5ZD,0,109,92,87,31,99,100,81,84,19,100,100,116,92,87,31,99,100,81,84,19,100,100,115,92,87,31,99,100,81,84,19,100,100,117,92,87,31,99,100,81,84,19,100,100,117,92,87,31,99,100,81,84,19,100,100,118,92,87,31,99,100,81,84,19,100,100,117,92,87,31,99,100,81,84,19,100,100,120,92,87,31,99,100,81,84,19,100,100,114,92,87,31,99,100,81,84,19,100,100,117,92,87,31,99,100,81,84,19,100,100,118,92,87,31,99,100,81,84,19,100,100,116,92,87,32,99,100,81,84,19,100,100,115,92,87,32,99,100,81,84,19,100,100,114,92,87,32,99,100,81,84,19,100,100,117,92,87,32,99,100,81,84,19,100,100,117,92,87,32,99,100,81,84,19,100,100,116,92,87,32,99,100,81,84,19,100,100,118,92,87,32,99,100,81,84,19,100,100,117,92,87,32,99,100,81,84,19,100,100,118,92,87,32,99,100,81,84,19,100,100
Z302AKYF,0,117,91,79,24,98,100,82,72,18,100,100,116,91,79,24,98,100,82,72,18,100,100,117,91,79,24,98,100,82,72,18,100,100,102,91,78,24,98,100,82,72,18,100,100,108,91,78,24,98,100,82,72,18,100,100,119,91,78,24,98,100,82,72,18,100,100,117,91,78,24,98,100,82,72,18,100,100,114,91,78,24,98,100,82,72,18,100,100,115,91,78,24,98,100,82,72,18,100,100,118,91,78,24,98,100,82,72,18,100,100,118,91,78,24,98,100,82,72,18,100,100,117,91,78,24,98,100,82,72,18,100,100,117,91,78,24,98,100,82,72,18,100,100,111,91,78,24,98,100,82,72,18,100,100,119,91,78,24,98,100,83,72,17,100,100,114,91,78,24,98,100,82,72,18,100,100,118,91,78,24,98,100,82,72,18,100,100,115,91,78,24,98,100,82,72,18,100,100,120,91,77,24,98,100,82,72,18,100,100,118,91,77,24,98,100,82,72,18,100,100
